189|배불뚝이 세 다리 솥|鬲의 아래 주머니 모양을 속이 빈 솥다리로 연결하자. 鼎보다 배가 불룩한 솥 력!|鬲部(력부): 鬲로 분류한 부수 항목.|隔離(격리): 隔 오른쪽 鬲을 찾는다. 다른 것과 떼어 놓음.|an ancient terracotta tripod pot with three swollen hollow legs
190|손으로 빚은 질그릇|䍃 아래 缶을 찾자. 거친 흙을 빚어 만든 둥근 질그릇 요!|搖動(요동): 搖 오른쪽 䍃를 찾는다. 흔들려 움직임.|遙遠(요원): 遙 안의 䍃를 찾는다. 아득히 멂.|a handmade reddish clay pot with visible finger textures
191|속이 팬 절구|臼의 안쪽 빈자리를 깊게 팬 절구통으로 보자. 가운데를 비워 곡식을 찧는 절구 구!|臼齒(구치): 절구(臼)처럼 으깨는 이(齒), 어금니.|脫臼(탈구): 관절이 제자리에서 빠짐. 절구 같은 관절 홈을 연결한다.|a massive gray stone mortar with a deep central hollow
192|향기로운 제사 술|鬯의 잔점들을 향기로운 술의 방울로 상상하자. 울창주는 의례에 쓰던 향기로운 술이다.|鬯酒(창주): 향기로운 제사용 술(鬯酒), 고전어.|鬱鬯(울창): 향초를 섞은 제사용 술, 드문 옛말.|an amber ritual wine vessel emitting fragrant golden vapor
193|밝게 드러낸 표지|앞서 배운 示를 다시 꺼내 보자. 가리지 않고 앞에 펼쳐 보인다는 뜻부터 말한다.|提示(제시): 들어(提) 보임(示).|暗示(암시): 직접 드러내지 않고 넌지시 보임(示).|a glowing golden signboard held clearly toward the viewer
194|지붕 있는 집|宀의 맨 위 점은 지붕 꼭지, 아래는 양쪽 처마로 보자. 집 면!|家庭(가정): 家 맨 위 宀를 찾는다. 가족이 생활하는 집.|安全(안전): 安 맨 위 宀를 찾는다. 위험 없이 편안함.|a miniature warm house with a huge protective roof
195|한 짝 방문|戶는 한쪽으로 여는 외짝 문처럼 기억하자. 두 짝 門과 비교하면 집 호가 선명해진다.|戶口(호구): 집(戶)과 사람 수(口), 호적상의 가족 단위.|戶主(호주): 집안(戶)의 주인(主)을 뜻하던 말.|a single wooden door panel opened inward
196|바위 그늘 동굴|厂의 가로획을 바위 천장, 삐침을 절벽으로 보자. 아래가 열린 굴바위 엄!|原野(원야): 原 바깥 厂를 찾는다. 넓고 평평한 들.|厚薄(후박): 厚의 厂를 찾는다. 두꺼움과 얇음.|an overhanging gray cliff forming a deep sheltered cave
197|벽 있는 집|广는 厂 위에 점이 더 있다. 지붕 꼭지를 찍어 집을 만든다고 연결하자. 집 엄!|店鋪(점포): 店의 广를 찾는다. 물건을 파는 가게.|庭園(정원): 庭의 广를 찾는다. 집 주변 뜰.|a small traditional house with one open side and a roof peak
198|깊숙한 구멍|穴의 宀 아래 八을 벌어진 입구로 상상하자. 위는 덮이고 아래는 뚫린 구멍 혈!|洞穴(동혈): 동굴(洞)처럼 뚫린 구멍(穴).|墓穴(묘혈): 무덤(墓)을 만들려고 판 구덩이(穴).|a deep round tunnel opening in a compact earthy mound
199|윤기 나는 기와|瓦의 굽은 획을 지붕 위 곡선 기와로 보자. 비가 미끄러지는 기와 와!|瓦家(와가): 기와(瓦)를 얹은 집(家).|瓦礫(와력): 깨진 기와(瓦)와 자갈(礫), 무너진 잔해.|a glossy dark gray curved roof tile
200|활짝 열린 대문|門은 양쪽에 문짝이 하나씩. 외짝 戶와 달리 두 짝이 마주 선 문 문!|大門(대문): 큰(大) 문(門).|門戶(문호): 드나드는 문(門戶), 교류의 통로를 비유하기도 한다.|a grand double wooden gate opened symmetrically
201|옆이 열린 상자|匚는 오른쪽이 열린 상자 옆모습으로 연결하자. 뚜껑이 삐져나오는 匸와 비교!|匣子(갑자): 匣 바깥 匚를 찾는다. 작은 상자를 뜻하는 드문 말.|匠人(장인): 匠 바깥 匚를 찾는다. 숙련된 기술자.|a golden rectangular box with its right side open
202|숨기는 덮개 상자|감출 혜는 匸. 匚보다 위 획이 옆으로 나와 덮어 감춘다고 연결한다. 慧와는 다른 글자다.|隱匿(은닉): 匿 바깥 匸를 찾는다. 드러나지 않게 숨김.|區分(구분): 區 바깥 匸를 찾는다. 나누어 구별함.|a secret burgundy box with an overhanging lid
203|사방을 두른 울타리|둘러쌀 위는 囗. 입 口보다 크게 써 안에 다른 글자를 둘러 넣는다.|國家(국가): 國 바깥 囗를 찾는다. 나라.|公園(공원): 園 바깥 囗를 찾는다. 공공의 동산.|a tall square green hedge enclosing a white empty center
204|빙 둘러싼 테두리|韋를 감아 두른 띠로 상상하자. 에우는 뜻의 실제 단어는 圍에서 분명히 확인한다.|包圍(포위): 圍 안의 韋를 찾는다. 싸서 둘러쌈.|周圍(주위): 圍 안의 韋를 찾는다. 둘레. 韋와 圍를 구별한다.|a broad golden leather band wrapped in a complete circle
205|먼 곳의 문틀|冂의 넓게 벌어진 아래를 먼 곳까지 열린 틀로 보자. 冖보다 양옆이 길다, 멀 경!|同一(동일): 同 바깥 冂를 찾는다. 서로 같음.|再會(재회): 再에서 冂 모양을 찾는다. 다시 만남.|a tall blue open frame receding toward a distant glow
206|반듯한 공구|工의 위아래 획을 수평 맞춘 공구로 보자. 반듯하게 만드는 장인 공!|工場(공장): 물건을 만드는(工) 장소(場).|工事(공사): 만들고 고치는(工) 일(事).|a polished bronze I shaped carpentry tool
207|관통하는 꼬챙이|丨는 곧게 내려가는 세로획 하나. 위에서 아래로 쭉 뚫는 곤!|中間(중간): 中의 가운데 丨가 네모를 관통한다. 가운데 사이.|串(꿸 관): 丨가 두 네모를 꿰는 모양을 비교한다. 구성 학습 예시.|a long gleaming steel rod piercing a clean central opening
208|끝이 굽은 갈고리|亅의 아래 꺾인 끝을 갈고리로 보자. 곧은 丨에 걸리는 끝이 생기면 갈고리 궐!|了得(요득): 了의 갈고리 모양을 관찰한다. 깨달아 앎, 문어 표현.|事實(사실): 事 아래 亅 모양을 찾는다. 실제 일.|a huge curved polished silver hook
209|움푹한 숟가락|匕의 짧은 획을 숟가락 머리, 아래를 손잡이로 연결하자. 숟가락 비!|匕首(비수): 짧고 날카로운 칼의 이름. 匕는 비수의 뜻도 있다.|比率(비율): 比의 匕 모양 둘을 관찰한다. 두 양의 비, 구성 예시다.|a deep golden spoon with an exaggerated long handle
210|날 선 칼|刀의 바깥 굽은 선을 칼등, 안쪽 삐침을 칼날로 보자. 칼 도!|刀劍(도검): 칼 도(刀)와 칼 검(劍).|剃刀(체도): 털을 깎는(剃) 칼(刀), 면도칼의 한자어.|a single polished steel blade with a dark handle
211|묵직한 도끼|斤의 위쪽을 도끼날, 아래 긴 획을 자루로 연결하자. 도끼 근!|斧斤(부근): 도끼 부(斧)와 도끼 근(斤), 도끼를 이르는 문어.|近距離(근거리): 近 안에 斤을 찾는다. 가까운 거리, 斤은 소리 단서다.|a heavy silver axe with a thick wooden handle
212|불끈 힘주는 팔|力의 굽은 선을 힘주는 팔뚝으로 보자. 능력의 력, 힘 력!|能力(능력): 할 수 있는(能) 힘(力).|努力(노력): 힘써(努) 힘(力)을 들임.|a muscular arm flexing an enormous bicep
213|반듯한 네모|方은 네모난 방향 표지로 연결하자. 동서남북 어느 쪽인지 정하는 모 방!|方向(방향): 어떤 쪽(方)을 향함(向).|正方形(정방형): 네 모가 반듯한(正方) 모양(形), 정사각형.|a perfectly square cobalt block with crisp corners
214|흙을 가르는 쟁기|耒의 아래 갈라진 획을 흙을 파는 날로 상상하자. 밭을 가는 쟁기 뢰!|耒耜(뇌사): 쟁기류 농기구를 가리키는 고전어.|耕作(경작): 耕 왼쪽 耒를 찾는다. 논밭을 갈아 농사함.|an ancient wooden plow with an exaggerated sharp tip
215|촘촘한 그물|罒의 안쪽 세로획을 그물코로 보자. 글자 위에 얹힌 납작한 그물 망!|羅列(나열): 羅 위 罒를 찾는다. 줄지어 벌임.|罪惡(죄악): 罪 위 罒를 찾는다. 죄와 악, 그물 뜻으로 직역하지 않는다.|a taut rectangular fishing net with fine dark mesh
216|겹친 점괘 막대|爻의 두 교차를 포개진 점괘 표시로 상상하자. 두 번 교차하는 점괘 효!|爻辭(효사): 주역의 효(爻)를 풀이한 글(辭).|六爻(육효): 괘를 이루는 여섯(六) 효(爻).|two pairs of bronze divination sticks crossing in layers
217|갈라진 점 자국|卜의 세로획에서 옆으로 갈라진 짧은 획을 보자. 금이 간 자국으로 점 복을 연결한다.|占卜(점복): 점칠 점(占)과 점 복(卜), 점을 침.|卜術(복술): 점(卜)을 치는 방법(術).|a pale divination bone with one bold branching crack
218|점을 말하는 입|占은 卜 아래 口. 점 자국을 보고 입으로 말한다고 연결하자. 점칠 점!|占卜(점복): 점을 쳐 길흉을 살핌.|占星術(점성술): 별(星)로 점(占)을 치는 방법(術).|a thoughtful diviner announcing a result with one raised hand
219|잡아 쓰는 도구|用의 세로줄을 도구 손잡이로 보자. 바라만 보지 말고 손에 잡아 쓸 용!|使用(사용): 부려서(使) 씀(用).|用途(용도): 쓰는(用) 길·목적(途).|a hand actively using a bright blue practical tool
220|구멍 많은 피리|龠의 口들을 피리 구멍으로 연결하자. 숨을 불어 맑게 울리는 피리 약!|龠部(약부): 龠를 부수로 묶은 분류.|籥(피리 약): 竹 아래 龠를 찾는다. 피리를 뜻하는 관련 글자 예시.|an ornate golden flute with many clear finger holes
221|단단한 갑옷|甲의 네모를 몸통 갑옷, 아래 획을 몸 아래로 드리운 부분으로 보자. 갑옷 갑!|甲冑(갑주): 갑옷(甲)과 투구(冑).|裝甲(장갑): 갑옷처럼 단단하게 싸서 갖춤(裝甲).|a polished silver breastplate with dramatic ridges
222|곧은 창끝|矛의 길게 내려가는 획을 창대, 위를 뾰족한 창끝으로 연결하자. 창 모!|矛盾(모순): 창(矛)과 방패(盾), 서로 맞지 않는 주장.|長矛(장모): 긴(長) 창(矛). 장모님 丈母와 구별.|a long straight spear with an enormous pointed steel head
223|옆날 달린 창|戈의 옆으로 뻗은 획을 가로날로 보자. 찌르는 矛와 달리 옆날이 있는 창 과!|干戈(간과): 방패(干)와 창(戈), 전쟁의 비유.|兵戈(병과): 병기(兵)와 창(戈), 싸움을 이르는 문어.|an ancient bronze polearm with a prominent side blade
224|묵직한 몽둥이|殳 위를 몽둥이, 아래 又를 쥔 손으로 상상하자. 몽둥이 수!|投球(투구): 投 오른쪽 殳를 찾는다. 공을 던짐.|設置(설치): 設 오른쪽 殳를 찾는다. 마련하여 둠.|a thick wooden club with a rounded heavy end
225|튼튼한 방패|干의 가로획을 방패 가로대, 세로획을 손잡이로 보자. 공격을 막는 방패 간!|干戈(간과): 방패(干)와 창(戈), 전쟁.|干涉(간섭): 남의 일에 관여함. 干의 관여하다는 확장 뜻을 익힌다.|a broad bronze shield with a bold central support
226|크게 휜 활|弓의 두 번 굽은 선을 탄력 있는 활대로 보자. 구부렸다 놓으면 팽, 활 궁!|弓道(궁도): 활(弓)을 쏘는 길·기술(道).|洋弓(양궁): 서양식(洋) 활(弓) 경기.|an elegant deeply curved red bow with a taut string
227|안으로 들어가는 사람|入은 人과 만나는 위치가 다르다. 위에서 안쪽으로 모여 들어가는 길로 기억하자.|入口(입구): 들어가는(入) 문(口).|入學(입학): 학교의 배움(學)에 들어감(入).|a person stepping into a bright open doorway
228|곧게 날아가는 화살|矢의 위는 화살촉, 아래는 갈라진 깃으로 보자. 곧장 날아가는 화살 시!|弓矢(궁시): 활(弓)과 화살(矢).|矢石(시석): 화살(矢)과 돌(石), 옛 전투의 투사물.|a vivid red arrow with an oversized sharp tip
229|끈 달린 화살|弋의 긴 선을 화살, 옆 점을 매단 끈의 매듭으로 연결하자. 줄 달린 주살 익!|弋獵(익렵): 주살(弋)로 사냥함(獵), 고전어.|式樣(식양): 式 안의 弋 모양을 찾는다. 격식과 모양이라는 뜻.|a golden arrow with a long curling tether cord
230|불맛 고추|辛의 가운데 획을 혀를 톡 찌르는 맛으로 연결하자. 입이 화끈, 매울 신!|辛辣(신랄): 매울 신(辛)과 매울 랄(辣), 매우 날카로움.|辛苦(신고): 맵고(辛) 씀(苦), 고생의 비유. 신고하다 申告와 구별.|a giant glossy scarlet chili pepper with fiery glow
231|바퀴 큰 수레|車의 가운데는 짐칸, 위아래 획은 바퀴축으로 상상하자. 수레 차!|自動車(자동차): 스스로(自) 움직이는(動) 수레(車).|車輪(차륜): 수레(車)의 바퀴(輪).|a wooden cart with enormous polished wheels
232|둥실 뜬 배|舟의 긴 테두리를 배 몸통, 안의 점을 안쪽 자리로 보자. 물에 뜨는 배 주!|舟艇(주정): 작은 배를 통틀어 이르는 말.|漁舟(어주): 물고기를 잡는(漁) 배(舟), 문어 표현.|a curved wooden boat with a deep empty interior
233|팔꿈치 받침|几의 위 가로획은 기대는 판, 아래 두 획은 다리로 보자. 몸을 기대는 안석 궤!|几案(궤안): 기대는 안석(几)과 책상(案), 문어 표현.|凡例(범례): 凡 바깥 几 모양을 찾는다. 책의 일러두기.|a low polished wooden armrest table with two curved legs
234|한 줄 빛|一은 가로획 하나. 한 번만 쓱 그어 하나, 한 일!|一日(일일): 하루, 하나(一)의 날(日).|統一(통일): 묶어서(統) 하나(一)로 만듦.|a single brilliant horizontal golden beam
235|두 줄 빛|二는 가로획 둘. 一에 한 줄을 더하면 두 이!|二重(이중): 두(二) 겹(重).|二分(이분): 둘(二)로 나눔(分).|two parallel bright blue horizontal beams
236|세 겹 표시|參의 위쪽 반복 모양을 셋으로 연결하자. 숫자 삼의 갖은자로 쓰이고 참여할 참으로도 읽는다.|參(삼): 숫자 三을 고쳐 쓰기 어렵게 적는 갖은자 표기.|參加(참가): 참여할 참(參)으로 읽는다. 석 삼과 독음·용도를 구별.|three distinct golden beads arranged vertically
237|다섯 손가락|五의 교차점을 활짝 편 다섯 손가락과 연결하자. 손 하나를 펴고 다섯 오!|五感(오감): 다섯(五) 감각(感).|五色(오색): 다섯(五) 빛깔(色), 여러 빛깔을 뜻하기도 한다.|an open palm displaying exactly five fingers
238|여덟 갈래 꽃|八의 벌어진 두 획을 활짝 열리는 시작으로 보자. 꽃잎 여덟 개를 세며 여덟 팔!|八方(팔방): 여덟(八) 방향(方), 사방팔방.|八角(팔각): 여덟(八) 모서리·각(角).|a symmetrical flower with exactly eight golden petals
239|열 칸 막대|十의 십자에 열이라는 수를 붙여 말하자. 일부터 열까지 세고 마지막 십자!|十年(십년): 열(十) 해(年).|十中八九(십중팔구): 열 가운데 여덟이나 아홉, 거의 대부분.|a clean golden counting rod with exactly ten blue segments
240|한 덩이 더하기|加의 力과 口를 보며 힘을 더해 목소리도 키운다고 상상하자. 더할 가!|追加(추가): 뒤따라(追) 더함(加).|增加(증가): 늘려(增) 더함(加).|a hand adding one bright gold block to a compact stack
241|칸 나눈 정리함|區 안의 口 셋을 구분된 칸으로 보자. 영역을 칸칸 나눌 구!|區分(구분): 영역을 나누어 구별함(區分).|區域(구역): 경계를 나누어 정한 범위(區域).|a jewel toned organizer divided into three distinct compartments
242|둘로 자른 덩어리|分은 八 아래 刀. 칼로 잘라 양쪽으로 벌려 나눈다고 연결하자. 나눌 분!|分離(분리): 나누어(分) 떨어뜨림(離).|分類(분류): 종류(類)에 따라 나눔(分).|a single golden sphere cleanly split into two pieces
243|딱 맞춰 합친 구|合의 위쪽 두 획이 아래 口 위로 모인다. 따로 있던 것이 하나로 합!|合作(합작): 힘을 합쳐(合) 만듦(作).|集合(집합): 모여(集) 합침(合).|two colored halves joining into one perfect sphere
244|정확히 반쪽|半의 가운데 선을 반 가르는 칼금으로 보자. 똑같이 둘로 나눈 한쪽, 절반 반!|半月(반월): 반(半)만 보이는 달(月).|半分(반분): 반(半)으로 나눔(分).|a perfect half orange sphere with a clear flat cut surface
245|힘차게 삐친 붓획|丿은 왼쪽 아래로 내리는 삐침 하나. 곧은 丨와 방향을 비교하자, 삐침 별!|千年(천년): 千 맨 위의 丿 모양을 관찰한다. 천 해라는 뜻.|九(아홉 구): 첫 삐침 모양을 관찰한다. 丿의 형태를 찾는 구성 연습.|a dramatic glossy black diagonal brushstroke tapering downward
246|무지개 빛깔|色을 여러 색이 한데 담긴 색깔 주머니로 상상하자. 여기서 빛은 밝기가 아니라 빛깔!|色彩(색채): 빛깔(色)과 색채(彩).|顔色(안색): 얼굴(顔)의 빛깔(色).|a glossy sphere swirling with vivid rainbow colors
247|새하얀 구슬|白의 네모를 하얀 구슬, 위 삐침을 반사광으로 보자. 日 위에 빛 한 줄, 흰 백!|白色(백색): 흰(白) 빛깔(色).|白紙(백지): 흰(白) 종이(紙), 아무것도 적지 않은 종이.|a luminous pure white porcelain orb with soft gray outline
248|새까만 숯|黑 아래 네 점을 검게 그을린 숯가루로 연결하자. 하얀 白의 반대, 검을 흑!|黑色(흑색): 검은(黑) 빛깔(色).|黑板(흑판): 검은(黑) 판(板), 칠판.|a deeply black charcoal block with velvety rough texture
249|깊고 검푸른 구슬|玄의 꼬인 아랫부분을 깊이를 알 수 없는 검은 실로 상상하자. 아득하고 검을 현!|玄米(현미): 빛이 어두운(玄) 쌀(米), 덜 깎은 쌀.|玄妙(현묘): 깊고 오묘함(玄妙). 玄은 깊고 신비하다는 뜻도 가진다.|a deep midnight blue gem with mysterious inner depth
250|두 겹 검은 매듭|玆 안의 玄 둘을 겹쳐 보자. 검은 빛이 두 겹으로 짙어진 검을 자!|玆(이에 자): 같은 글자의 다른 훈음. 문어에서 이에·이것이라는 뜻으로도 쓴다.|玆山魚譜(자산어보): 옛 어류 연구서의 제목. 玆의 음 자를 확인한다.|two tightly intertwined glossy black knots
251|새빨간 덩어리|赤 아래로 퍼지는 획을 붉게 달아오른 빛으로 연결하자. 붉을 적!|赤色(적색): 붉은(赤) 빛깔(色).|赤字(적자): 붉은(赤) 글자(字), 지출이 수입보다 많은 상태.|a brilliant crimson pigment block with intense red glow
252|주홍빛 구슬|朱를 붉은 빛이 밴 나무라고 상상하자. 赤보다 주홍색을 떠올려 붉을 주!|朱色(주색): 주홍빛(朱)의 색(色). 술과 여색 酒色과 구별.|朱墨(주묵): 붉은(朱) 먹(墨), 붉은 잉크.|a polished vermilion bead with a brilliant orange red glow
253|황금빛 노랑|黃의 넓게 퍼진 획을 누렇게 익은 들판으로 보자. 황금의 황, 누를 황!|黃色(황색): 누런(黃) 빛깔(色).|黃土(황토): 누런(黃) 흙(土).|a vivid yellow ochre mound sparkling in warm light
254|푸른 잎구슬|靑을 싱싱한 잎이 비치는 구슬로 연결하자. 푸르다는 파랑·초록의 범위를 함께 가진다.|靑年(청년): 푸릇한(靑) 나이(年), 젊은 사람.|靑空(청공): 푸른(靑) 하늘(空), 문어 표현.|a luminous blue green jade orb with a fresh leaf texture
255|수평선 위 해|旦은 日 아래 一. 해가 지평선 위에 떠올랐다, 아침 단!|元旦(원단): 한 해 첫(元) 아침(旦), 새해 첫날.|一旦(일단): 한(一) 아침(旦), 잠시·우선이라는 뜻으로 확장.|a golden sun emerging just above a thin horizon disk
256|힘차게 돋는 해|倝의 日을 중심으로 위로 솟는 빛을 상상하자. 새날의 기운이 솟는 해돋을 간!|幹線(간선): 幹의 왼쪽에 倝 계열 모양이 있다. 중심 줄기가 되는 노선.|乾燥(건조): 乾의 왼쪽을 비교한다. 말라 물기가 없음, 독음은 건.|an intense golden sunrise bursting upward in long rays
257|동쪽의 해|東의 木 가운데 日을 찾자. 나무 사이로 아침 해가 드는 쪽, 동녘 동으로 연결한다.|東西(동서): 동쪽(東)과 서쪽(西).|東海(동해): 동쪽(東)의 바다(海).|a golden sun glowing through the center of a small tree
258|등 돌린 두 사람|北의 양쪽을 등을 맞댄 사람으로 상상하자. 차가운 북쪽 바람에 등을 돌린 북녘 북!|南北(남북): 남쪽(南)과 북쪽(北).|北極(북극): 지구 북쪽(北)의 끝(極).|two fully clothed figures standing back to back in blue coats
259|따뜻한 남쪽 표지|丙은 셋째 천간이며 전통 배속에서 남쪽과 연결된다. 따뜻한 붉은 방향 표지로 기억하자.|丙午(병오): 천간 丙과 지지 午를 합친 육십갑자 이름.|丙種(병종): 丙으로 구분한 종류. 甲·乙 다음 순서로 익힌다.|a warm red compass marker pointing toward the viewer
260|고르는 손|柬 가운데 빽빽한 부분에서 좋은 것만 가린다고 상상하자. 가릴 간!|書柬(서간): 편지(書柬), 글을 적어 보내는 것.|揀擇(간택): 揀 안에 柬이 있다. 가려서 선택함.|a hand carefully selecting one perfect golden seed
261|길게 퍼진 햇빛|昜 위 日 아래로 햇살이 길게 뻗는다. 陽에서 왼쪽 阝를 뺀 모양, 빛날 양!|太陽(태양): 陽 오른쪽 昜을 찾는다. 해.|陽光(양광): 陽의 昜을 찾는다. 햇빛.|a radiant sun sending three long golden beams downward
262|환한 등불|熒의 위아래 火를 찾자. 작은 등에서도 불빛이 환하게 번지는 등불 형!|熒光(형광): 반짝이는 빛을 뜻하는 드문 문어. 현대 형광은 보통 螢光으로 쓴다.|熒惑(형혹): 옛 천문에서 화성을 부르던 이름.|a brilliant golden lamp with a vivid orange flame
263|두 겹 불꽃|炎은 火 위에 火. 불에 불이 더해져 화르르 커진 불꽃 염!|炎症(염증): 불꽃(炎)처럼 열·붉어짐 등이 나타나는 반응.|火炎(화염): 불(火)의 불꽃(炎).|two vivid orange flames rising one above the other
264|푸르게 떠다니는 불|粦 아래 舛의 엇갈린 모양을 흔들리는 불빛으로 연결하자. 전설 속 도깨비불 린!|燐光(인광): 燐 오른쪽 粦를 찾는다. 빛을 받은 뒤에도 남는 발광 현상.|鱗片(인편): 鱗 오른쪽 粦를 찾는다. 비늘 조각, 소리 린을 연결한다.|a floating eerie turquoise flame with soft curling wisps
265|사방으로 퍼지는 빛|奐 아래 大가 사방으로 펼쳐진다. 환하게 넓게 퍼져 빛날 환!|煥然(환연): 煥 오른쪽 奐을 찾는다. 빛나고 뚜렷한 모양.|渙散(환산): 渙 오른쪽 奐을 찾는다. 흩어짐, 換算과 구별.|a brilliant white gold burst expanding in all directions
266|어둠 밝히는 광채|尞의 가운데 日을 중심으로 온몸이 밝아지는 장면을 잡자. 밝을 료!|僚友(요우): 僚 오른쪽 尞를 찾는다. 함께 일하는 벗.|療養(요양): 療 안의 尞를 찾는다. 치료하며 몸을 보살핌, 소리 료를 연결한다.|a tall lantern radiating intense warm white light
267|웅장한 수도 궁궐|京의 높은 지붕 아래 口를 큰 건물로 보자. 나라의 중심 서울 경!|京城(경성): 수도(京)의 성(城), 옛 서울 이름.|上京(상경): 서울(京)로 올라감(上).|a magnificent miniature royal capital palace
268|우뚝 솟은 탑|高 위의 지붕부터 아래 문까지 층층 높이 쌓였다고 보자. 높을 고!|高度(고도): 높은(高) 정도(度).|高層(고층): 높은(高) 층(層).|an impossibly tall elegant blue tower
269|높다란 나무|喬의 위로 솟은 부분을 하늘을 찌르는 나무 꼭대기로 연결하자. 높을 교!|喬木(교목): 높이 자라는(喬) 나무(木).|橋梁(교량): 橋 오른쪽 喬를 찾는다. 다리라는 뜻.|an extraordinarily tall tree with a tiny canopy far above
270|기대보다 더 높은 손|尙 위의 작은 획을 더 올리는 손으로 상상하자. 예상과 달리 오히려 더, 오히려 상!|尙今(상금): 아직까지(尙) 지금(今), 문어 표현.|崇尙(숭상): 높여(崇) 받들고 존중함(尙). 尙의 높이다라는 뜻.|a surprised person raising a hand even higher than expected
271|턱을 들고 올려봄|卬의 양쪽을 아래 사람과 높은 자리로 상상하자. 위로 오를 앙!|仰望(앙망): 仰 오른쪽 卬을 찾는다. 우러러봄.|抑揚(억양): 抑의 오른쪽 모양을 卬과 비교한다. 소리의 높낮이.|a person tilting their chin high and looking upward
272|쭉 올라간 목|亢의 윗획을 머리, 아래를 높이 든 목으로 보자. 올라갈 항!|亢進(항진): 정도나 기능이 높아짐(亢進).|高亢(고항): 소리나 기상이 높고(高) 우렁참(亢), 문어 표현.|a proud figure stretching their neck dramatically upward
273|능선 있는 언덕|岡 안의 山을 찾자. 넓은 테두리 안에 산등성이가 이어지는 언덕 강!|岡陵(강릉): 언덕(岡)과 구릉(陵). 지명 江陵과 구별.|花崗岩(화강암): 崗 안에 岡이 있다. 암석 이름에서 소리 강을 확인한다.|a rounded rocky hill with a pronounced long ridge
274|집안의 중심 마루|宗은 宀 아래 示. 집의 가장 중요한 중심 자리를 마루로 연결하자. 마루 종!|宗家(종가): 한 가문의 중심(宗)이 되는 집(家).|宗敎(종교): 중심으로 받드는 가르침(敎), 신앙 체계.|a raised wooden central hall with a glowing ceremonial center
275|목표를 향한 마음|旨를 한 방향으로 모인 빛으로 상상하자. 말이나 글의 핵심 의도, 뜻 지!|趣旨(취지): 어떤 일의 방향과 뜻(旨).|要旨(요지): 중요한(要) 뜻(旨).|a golden arrow of light pointing toward one clear goal
276|마음속 말|意는 音 아래 心. 마음속에서 울리는 말이 나의 뜻이라고 연결하자. 뜻 의!|意味(의미): 뜻(意)의 내용과 맛(味).|決意(결의): 뜻(意)을 굳게 정함(決).|a ruby heart containing a small glowing speech bubble
277|고개 갸웃하는 사람|疑의 복잡한 갈림길을 보고 고개를 갸웃한다고 상상하자. 정말일까, 의심할 의!|疑問(의문): 의심하여(疑) 묻는 것(問).|疑心(의심): 믿지 못하고 의심하는(疑) 마음(心).|a puzzled person with an exaggerated tilted head
278|정의로운 판단|義 위 羊과 아래 我를 눈에 묶자. 내 이익보다 바른 쪽을 택한다고 연결한다.|正義(정의): 바르고(正) 옳은(義) 도리.|義務(의무): 옳게 마땅히 해야 할(義) 일(務).|a dignified person holding perfectly balanced golden scales
279|정답에 고개 끄덕|是 위 日이 환하게 보인다. 밝게 확인하고 맞다고 고개를 끄덕이는 옳을 시!|是非(시비): 옳음(是)과 그름(非).|是認(시인): 옳다고(是) 인정함(認).|a confident person nodding with a bright green check symbol
280|허락하는 엄지|可의 口를 말하는 입, 굽은 획을 승인 표시로 연결하자. 그래도 좋다, 옳을 가!|可能(가능): 해도 될(可) 능력(能), 할 수 있음.|許可(허가): 허락하여(許) 좋다고 함(可).|a giant friendly hand giving a confident thumbs up
281|반듯한 수직선|正의 곧은 세로획을 기준선으로 보자. 비뚤어짐 없이 똑바른 바를 정!|正直(정직): 바르고(正) 곧음(直).|正答(정답): 바른(正) 답(答).|a perfectly upright golden plumb line with a centered weight
282|진짜 보석|眞을 속까지 빛나는 진짜 보석으로 연결하자. 꾸민 가짜가 아닌 참 진!|眞實(진실): 참되고(眞) 실제임(實).|眞心(진심): 거짓 없는 참(眞) 마음(心).|a flawless transparent diamond with a brilliant inner sparkle
283|딱 가로막은 끈|弗의 두 세로획을 묶어 가로막은 끈으로 상상하자. 그렇지 않다, 아닐 불!|弗許(불허): 허락하지(許) 않음(弗), 문어 표기.|弗能(불능): 할 수(能) 없음(弗), 고전 문장 표현. 일상에서는 不能을 쓴다.|two upright posts blocked by a firm purple ribbon
284|고개 젓는 사람|不의 가로획을 멈춤선으로 보자. 아니다 하고 고개를 가로젓는 아닐 불·부!|不安(불안): 편안하지(安) 않음(不).|不足(부족): 충분하지(足) 않음(不). 이 단어에서는 부로 읽는다.|a firm person shaking their head no with crossed hands
285|아직 덜 익은 열매|未는 아래 가로획이 위보다 길다. 아직 다 자라지 않은 가지로 연결하자. 아직 미!|未來(미래): 아직(未) 오지(來) 않은 때.|未完成(미완성): 아직(未) 다 이루지(完成) 못함.|an unripe green fruit with a small unfinished blush
286|엇갈린 두 빗|非의 양쪽 짧은 획은 서로 등 돌린 빗처럼 보자. 서로 맞지 않아 아닌 비!|非常(비상): 늘 하던(常) 상태가 아님(非).|非公式(비공식): 공식(公式)이 아님(非).|two red comb shaped panels facing away from each other
287|손 모은 여성|女를 다시 보며 훈음부터 말하자. 앞의 계집 녀와 같은 글자이며 현대 표현은 여자 녀다.|女性(여성): 여자(女)의 성(性).|少女(소녀): 어린(少) 여자(女).|a dignified woman with hands gently joined at the waist
